main-captions	images	2015	1166	0.80	The man is standing on the shore hitting a ball with a paddle.	Two teenage girls are standing on beside the beach listening to ipods.
main-captions	MSRvid	2012test	0566	4.000	The woman is walking her dog.	A woman walks her dog down the street.
main-news	headlines	2013	0481	4	Obama relaxes deportation rules for young immigrants	U.S. relaxes deportation rules for young people: Napolitano
main-forum	deft-forum	2014	0392	3.8	Part of pro-life is the opposition to legalized abortion.	Pro-life also refers to just "opposition to abortion".
newswiretxt	NA	2017	236	3	El Tribunal de Justicia de la Unión Europea confirmó que los Estados de la UE no están obligados a sostener a los ciudadanos que no ejerzan ninguna actividad económica en su nación de acogida.	El TJUE emitió hoy, martes 11 de noviembre de 2014, una sentencia que indica que los países de la UE pueden excluir de algunas de sus ayudas sociales a los ciudadanos comunitarios que se trasladen a uno de ellos sin ejercer una actividad económica y solicitan ese tipo de prestaciones.
main-news	headlines	2015	0869	0.00	Ukraine hosts ‚Äėunity talks‚Äô	Pope hits out at ‚Äėwar to sell arms‚Äô in Syria
main-captions	images	2014	0444	0	The woman is sitting on the red motorcycle.	The white sheep is standing on the green hill.
main-news	deft-news	2014	0237	3	iranian parliamentary speaker gholam-ali haddad-adel visited cuba. 	the agreements were signed during iranian majlis (parliament) speaker gholam-ali haddad-adel's visit to cuba.
main-news	headlines	2013	0275	0.8	Man arrested over double murder	WA man arrested in police drug raid
main-captions	MSRvid	2012train	0374	3.000	Someone is cracking an egg open.	A man is breaking an egg.
newstxt	NA	2017	113	1	La Secretaria de Estado para la Economía de Suiza ha confirmado que la inmigración europea ha permitido reducir el ritmo de envejecimiento de la población y atenuar el problema de la financiación de las prestaciones sociales.	El texto de la iniciativa aprobada advierte con ambigüedad de que "el derecho de estancia duradera puede ser limitado", al igual que "la reunificación familiar" y las "prestaciones sociales".
main-captions	images	2014	0131	3.75	Red double decker bus.	Red double decker bus with hood up.
main-news	headlines	2015	1195	4.60	Australian PM Kevin Rudd calls election for 7 September	Australian PM Rudd calls Sept. 7 poll
main-captions	MSRvid	2012test	0257	1.200	A man is playing a guitar.	A boy is playing a piano.
main-captions	MSRvid	2012test	0284	3.750	A man is getting inside a car.	An elderly man is getting into a red car.
main-captions	MSRvid	2012test	0320	5.000	A person plays a keyboard.	Someone is playing a keyboard.
main-captions	images	2015	0865	3.20	A dog swims in the water.	Three dogs swim in the water.
main-captions	images	2015	0694	2.40	Two dogs on the beach.	A dog walks on the beach.
main-news	headlines	2013	0473	3	World stocks rise on hopes for EU, US stimulus	Stocks rise on hopes for a Fed stimulus
main-forum	deft-forum	2014	0236	3.1	If you answer yes to  and no to  you are probably straight.	If you answer no to  but yes to  then you are probably straight.
newstxt	NA	2017	442	1.2	demás, debía entregar información de sus nuevos reactores de investigación y sobre la identificación de 16 lugares designados para la construcción de nuevas plantas nucleares y clarificar sus anuncios sobre instalaciones adicionales de enriquecimiento de uranio y tecnología para el enriquecimiento láser.	Irán se comprometió en noviembre a entregar al OIEA información relevante mutuamente acordada y permitir a los inspectores internacionales acceder a la mina de Gachín, en Bandar Abás y la planta de producción de agua pesada de Arak, en el este.
main-news	MSRpar	2012test	0167	3.000	Jim Furyk celebrated his first Father's Day as a father by winning his first major golf championship.	His first Father's Day as a dad, his first major as a champion.
main-captions	images	2015	0784	1.00	Three dogs in the snow by a fence.	Two dogs drink water in a lake.
main-forum	deft-forum	2014	0291	1.4	What is a girl douche?	You are a girl douche.
main-news	deft-news	2014	0264	3	the attacks are believed to have come from russian administration ip addresses in response to the relocation of a soviet statue in estonia. 	the attacks occurred after a dispute between the governments of russia and estonia over the relocation of a soviet war memorial.
li65txt	NA	2017	54	1.62	Un autógrafo es una firma de alguien famoso que es específicamente escrito para que un fanático la conserve.	Tu firma es tu nombre,escrito en tu propio modo caracteristico, muchas veces al final de un documento para indicar que tu escribiste el documento o que tu estas de acuerdo con lo que dise
newstxt	NA	2017	58	1	En las discusiones, Irán fue representado por Reza Najafi, su enviado ante la IAEA, mientras que el equipo del supervisor nuclear de la ONU fue dirigido por el vice director general de la entidad, Tero Varjoranta, agregó la agencia.	"Esperamos que, en el clima actual de cooperación, el director general de la AIEA presente un acuerdo positivo ante la junta de gobernadores", añadió.
main-news	headlines	2013	0630	4.2	Agribusiness: Mad cow disease found in California	USDA Confirms Case of Mad Cow Disease in California
main-forum	deft-forum	2014	0244	3.6	Jury nullification does not mean that a law is unconstuitutional.	Jury nullification means a law isn't Constitutional?
main-news	headlines	2014	0426	3.6	Israel faces European backlash over settlement plan	Israel called to account over latest settlement plans by European countries
main-news	headlines	2015	0541	3.00	Boston bomb suspect charged; religious motive seen	Boston bombing suspect charged in hospital bed
main-news	headlines	2014	0379	1.2	Egyptian police fire tear gas at Brotherhood protesters	India: Tear Gas Fired At Gang Rape Protesters
main-news	headlines	2016	0387	4	US ups pressure on Israel as UN demands Gaza truce	US, UN up pressure on Israel over Gaza	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)
main-news	headlines	2014	0489	4.4	Trailblazing Israeli electric car company Better Place to fold	Trailblazing Israeli electric car company to fold
main-captions	images	2014	0059	3.2	A smiling woman with a beer sitting outside with another smiling woman.	Two women sitting outside laughing.
main-captions	images	2015	0245	0.00	Children jumping on a trampoline.	A man is sledding on an orange slide.
main-captions	MSRvid	2012train	0487	4.200	The man drilled holes into the wood.	A man drills wood.
main-news	headlines	2015	1170	1.20	Two dead, more trapped in latest Mumbai building collapse	Two are trapped as US building collapses
li65txt	NA	2017	61	3.09	Un cementerio es un lugar donde los cuerpos de las personas muertas o sus cenizas son sepultadas.	Un cementerio es un área de terreno, a veces cerca de una iglesia, donde son sepultadas las personas muertas.
wikipediatxt	NA	2017	149	2	No se debe confundir con el concepto de "horario de trabajo", la jornada representa el "número de horas que el trabajador debe prestar su servicio", mientras que el "horario" "fija la hora de entrada y la salida".	Si el horario establecido impidiera que se pudiera realizar la jornada completa, el empresario podrá imponer el cumplimiento íntegro de la jornada
main-captions	MSRvid	2012test	0486	2.750	People flip into a swimming pool.	Men are falling into a pool.
main-news	headlines	2014	0021	1.4	Protest against US drone strikes in Pak postponed	6 killed in U.S. drone strike in NW Pakistan
main-news	headlines	2013	0679	4	U.S. orders non-essential staff to leave Sudan, Tunisia	US orders non-essential staff to leave Tunisia, Sudan
main-news	headlines	2013	0664	3.4	US teen held in Chicago 'jihad' car bomb plot	Chicago teen arrested in Chicago car bomb plot
main-news	MSRpar	2012train	0014	5.000	Counties with population declines will be Vermillion, Posey and Madison.	Vermillion, Posey and Madison County populations will decline.
main-news	deft-news	2014	0092	3.4	withdrawal from the treaty would allow russia to bolster forces near russian borders. 	withdrawal from the conventional forces in europe treaty would allow russia to bolster forces near russian borders.
main-news	MSRpar	2012test	0642	3.600	The legal ruling follows three days of intense speculation Hewlett-Packard Co. may be bidding for the company.	The legal ruling follows three days of wild volatility in RIM's stock over speculation that PC giant Hewlett-Packard Co. may be bidding for the company.
main-news	MSRpar	2012train	0306	3.250	Both devices implement the v1.2 standard's eSCO facility to provide the basis for new cordless telephony applications.	BlueCore3 also implements v1.2's eSCO facility to provide the basis for advanced cordless telephony applications for Bluetooth transmission.
newstxt	NA	2017	368	3.8	Los suizos han decidido en referéndum volver a limitar la entrada de ciudadanos de países de la Unión Europea a su mercado laboral, a través del establecimiento de cuotas anuales que deberán aplicarse de aquí a tres años.	Los suizos aprobaron el domingo en un referéndum, por el 50,3 % de los sufragios, volver a limitar la entrada de ciudadanos de países de la Unión Europea a su mercado laboral mediante el establecimiento de cuotas anuales de aquí a tres años.
newstxt	NA	2017	166	3.2	En ese sentido destacó que el presidente que elijan en segunda vuelta los costarricenses el próximo 6 de abril mantendrá el rumbo trazado por la presidenta de su país, Laura Chinchilla, quien firmó hoy la declaración de adhesión a la Alianza del Pacífico, formada por Chile, Colombia, México y Perú.	La ministra aseguró que el presidente que elijan los costarricenses el próximo 6 de abril mantendrá el rumbo trazado por Chinchilla en materia comercial y los compromisos asumidos con la Alianza del Pacífico.
main-captions	images	2015	0157	0.00	Man is carrying a tool box down the sidewalk.	A woman is riding a blue bicycle in a park.
main-news	MSRpar	2012train	0436	3.000	Thirty-three of the 42 men had been arrested by Wednesday evening, said Daniel Bogden, U.S. attorney in Nevada.	Thirty-four of the men have been arrested and the others are being sought, US Attorney Daniel Bogden said yesterday.
main-news	headlines	2014	0093	3.4	China stocks close higher after economic meeting	China stocks close higher on Wednesday
wikipediatxt	NA	2017	218	1.8	En diciembre de 2004, un tribunal inferior de Aruba determinó que el matrimonio entre Charlene y Esther Oduber-Lamer celebrado en los Países Bajos debía ser reconocido en Aruba.	El día 13 de abril de 2007, el Tribunal Supremo declaró que, de acuerdo con la Carta del Reino de los Países Bajos (a la que están sujetos todos los territorios del Reino), los matrimonios celebrados en cualquier territorio del Reino de los Países Bajos deben ser aceptados en los restantes territorios del Reino también.
main-forum	deft-forum	2014	0234	1.4	If you want to buy $ billion in XYZ Inc. common stock, who cares?	If you want to buy a house or a SUV, again, who cares?
main-captions	images	2014	0121	4.1	Black train on train tracks.	A train on the train tracks.
main-forum	deft-forum	2014	0271	4.4	What conviction where you talking about before?	What conviction would that be?
wikipediatxt	NA	2017	232	0	Se encuentra formado por veinte anillos de carbono hexagonales y doce anillos pentagonales, con un átomo de carbono en los vértices de cada polígono, y un enlace en cada una de las aristas.	Se sabe que Petrus Petri también trabajó en las obras de la Catedral Vieja de Salamanca, tal y como menciona el Archivo de la Catedral de dicha ciudad, donde también participarón los siguientes maestros: Florín de Pituenga, Casandro Romano, Alvar García, Pedro de la Obra, Juan el Pedrero, Sancho Pedro o Juan Franco.
wikipediatxt	NA	2017	43	0.8	Geográficamente, la provincia se compone de la isla de Terranova y la Península del Labrador, en la costa atlántica.	La producción lechera es también otra gran parte de la industria agrícola de Terranova.
newswiretxt	NA	2017	8	1.2	"La última persona que está siendo supervisada en relación con los tres pacientes con ébola en el estado terminará su monitoreo al finalizar el viernes, tras concluir el periodo máximo de 21 días de incubación de la enfermedad", informó el Departamento de Salud de Texas en un comunicado.	“Sus ojos estaban muy abiertos, pero no eran sensibles a la luz”, añadió la médica, quien confesó estar avergonzada por haber expedido el certificado de defunción de una paciente que aún estaba viva.
main-news	headlines	2015	0729	2.40	Business news and markets: as it happened, April 17, 2013	Business news and markets: as it happened, June 20, 2013
main-news	headlines	2013	0049	3.8	Mali's Tuareg rebels declare independence	Mali rebels declare independent 'Azawad'
main-captions	MSRvid	2012train	0700	3.800	A girl is dragged downhill by a dog.	A dog is pulling a child down a hill.
main-captions	images	2014	0146	0.8	Black bird sitting on a concrete slab.	Small dog sitting next to white wall.
main-captions	MSRvid	2012train	0126	0.500	A man is singing.	A man is dancing.
main-news	MSRpar	2012train	0593	3.400	He is suspected of being a key figure in Jemaah Islamiyah, the al-Qa'eda-linked terror group which has been blamed for the bombings.	Samudra, 32, is suspected of being a key figure in the al-Qaida-linked terror group Jemaah Islamiyah, which has been blamed for carrying out the bombings.
newstxt	NA	2017	477	1.2	"Las Naciones Unidas y nuestros socios humanitarios no vamos a ser disuadidos de hacer todo lo que podamos para llevar a asistencia a aquellos que necesitan nuestra ayuda", señaló Amos en un comunicado.	"El Fondo de la ONU para la Infancia (Unicef) pidió este viernes a sus donantes 2.200 millones de dólares para sus operaciones en 2014, la mayor cantidad solicitada hasta ahora por esta agencia, que destinará casi el 40% de los fondos a las necesidades de los niños en Siria y a los menores refugiados en países vecinos.
main-news	deft-news	2014	0254	2.2	a key european arms control treaty must be maintained. 	the cfe treaty is a key european arms control treaty.
main-news	deft-news	2014	0285	3.6	in early may 2002 officials from the philippines, malaysia and indonesia signed an anti-terrorism agreement to share airline passenger lists and other intelligence. 	in early may 2002 the philippines, malaysia and indonesia signed an agreement to share terrorism intelligence.
main-news	headlines	2013	0495	2.6	At least 80 dead in northwest Iran quakes	180 dead, 1,300 injured in northwest Iran earthquakes
main-news	headlines	2014	0169	3	Stocks to watch at close on Monday	Stocks to watch at close on Thursday
main-news	headlines	2014	0743	1.4	Pak missions in UAE gear up for elections	Islamist parties in Egypt unite for elections
main-news	headlines	2016	0848	1	Top Asian News at 2:30 p.m. GMT	Top Asian News 1:25 p.m. GMT	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)
main-captions	MSRvid	2012test	0374	0.400	A man is walking on a rope.	A man is riding a mo-pad.
main-captions	images	2014	0682	4.8	A train is on the railroad tracks.	A train on the train tracks.
main-news	MSRpar	2012test	0491	3.000	Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday, as did Mills.	Mr. Mills declined to comment yesterday, saying that he never discussed personnel matters.
main-news	headlines	2014	0340	0	Moderate tremor in the Central Mediterranean	Iran: Moderate candidate wins presidential vote
main-news	headlines	2013	0304	3.6	Greece to vote on 2013 budget; protesters gather	Greece to vote on 2013 budget
wikipediatxt	NA	2017	165	1.4	Es el libro de los aniversarios de los mártires y por extensión de los santos en general, de los misterios y de los sucesos que pueden dar lugar a una conmemoración anual en la Iglesia católica.	Este gran catálogo de mártires y santos de los tiempos antiguos apareció en la primera mitad del s. VI.
main-news	headlines	2013	0520	4	George Zimmerman 'to be charged' with killing Trayvon Martin	George Zimmerman to be charged in Trayvon Martin case, official says
main-captions	images	2015	1422	2.40	The skateboarder gets to the top of the ramp.	The skateboarder rides the pipe wall at a skater park.
main-captions	images	2014	0579	4.4	a brown double decker tour bus on a street with a ferris wheel behind it.	A double-decker bus driving in front of a ferris wheel.
main-captions	images	2015	1171	4.60	Two brown dogs running together on sand	Two brown dogs are running on the sand.
main-captions	images	2015	1250	4.40	a cyclist is making his bike jump between two rocks.	A man jumps his bicycle in the air between two rocks.
main-news	MSRpar	2012train	0433	3.600	A jury convicted rapper C-Murder, also known as Corey Miller, of second-degree murder Tuesday night in the shooting death of a 16-year-old in a Jefferson Parish nightclub.	Rapper C-Murder has been convicted of second-degree murder, a crime that carries an automatic life sentence, in the shooting death of a 16-year-old inside a Jefferson Parish nightclub.
main-news	headlines	2014	0499	3.8	Egypt votes on new constitution	Egyptians vote on divisive constitution
main-forum	deft-forum	2014	0052	1.1	It's not imposing morals.	It's imposing a law.
li65txt	NA	2017	31	0.08	Una grúa es una máquina grande que mueve cosas grandes levantándolas en el aire.	Un gallo es un pollo macho adulto.
main-captions	MSRvid	2012train	0240	4.200	A motorcyclist crashes on his motorcycle.	A person crashes on a motorcycle.
main-news	headlines	2016	0561	4	Rallies demand 'Justice for Trayvon'	Across US, people rally for 'Justice for Trayvon'	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)
main-news	headlines	2014	0698	4.6	US Senate confirms Janet Yellen as US Federal Reserve chief	Senate confirms Janet Yellen as next Federal Reserve Chair
main-captions	images	2015	0848	0.00	A girl in a pink shirt is sprawling her limbs out in midair.	A man dressed in a Santa suit is climbing up a large concrete building.
main-news	headlines	2015	0800	3.20	China sets Bo Xilai trial date	China Bo Xilai trial in fourth day
main-captions	MSRvid	2012test	0154	2.250	A woman is slicing up some meat.	A woman is breading some meat.
main-captions	MSRvid	2012train	0061	3.000	A man is crying.	A man is screaming.
main-captions	images	2014	0663	4.2	A kitchen with wooden cabinets and furniture.	Kitchen with wooden table and cabinets.
newstxt	NA	2017	380	2.8	La Habana, 3 feb .- El presidente de Uruguay, José Mujica, se reunió en La Habana la semana pasada con la delegación de las Fuerzas Armadas Revolucionarias de Colombia que negocia la paz con el Gobierno colombiano, según confirmó hoy un portavoz de la guerrilla.	A su llegada al Palacio de Convenciones de la capital cubana, la delegación guerrillera confirmó que el presidente de Uruguay, José Mujica, se reunió la semana pasada con los negociadores de las FARC, aunque sin desvelar detalles sobre el contenido del encuentro.
main-news	headlines	2014	0658	3.2	Pakistan condemns US drone strike in Shawal Area	Pakistan condemns US drone strike in Miranshah
main-news	headlines	2013	0723	1.6	6.0-magnitude quake hits northern Italy: USGS	5.9-magnitude quake hits Sunda Strait, Indonesia: USGS
main-news	headlines	2014	0147	0	X'mas cruise passengers hit by Norovirus	Missing cruise passenger is a NSW ambo
main-captions	images	2014	0687	4	A small red car on top of a semi truck.	Red sports car on top of white semi truck.
main-captions	MSRvid	2012test	0482	1.250	A woman is deboning a fish.	A man catches a fish.
main-news	MSRpar	2012test	0064	3.200	US Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline, which transports crude from Colombia's second-biggest oil field.	U.S. Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline.
wikipediatxt	NA	2017	203	2	Está situado en el corazón de la ciudad, en una colina situada entre los ríos Bernesga y Torío, cuya posición elevada entre dos fuentes de agua continuas decidió la creación del campamento de la Legio VI Victrix, origen de la ciudad.	El casco antiguo de León se ubica en el centro de la ciudad y sobre una colina desde la que se domina gran parte del espacio comprendido entre los ríos Bernesga y Torío.
main-news	headlines	2015	1166	3.60	California governor declares drought emergency	California governor declares drought emergency as wildfires continue to burn
main-news	headlines	2014	0032	0	Generations divided over gay marriage	G20 Summit ends divided over Syria
main-news	deft-news	2014	0002	4.2	the treaty was first signed in 1990. 	the cfe treaty was signed in 1990.
main-news	MSRpar	2012train	0535	3.750	Also, businesses throughout Utah are volunteering to display Amber alerts on their signs.	Other businesses are volunteering to put the alerts on their electronic signs and billboards.
main-news	headlines	2014	0023	5	Carney sets high bar to change at BoE	Carney sets high bar to changes at Bank of England
main-news	headlines	2013	0180	4.6	Clinton warns Kenya of cost of election violence	Clinton warns Kenya on cost of election unrest
main-captions	images	2015	1098	0.00	Four kids holding hands jump into a swimming pool.	Four dogs playing in the snow.
main-news	deft-news	2014	0246	0.8	the part of the purpose of the united states plan is to increase pressure on north korea. 	the united states and the allies of the united states believe iran is pursuing nuclear arms.
main-news	headlines	2013	0663	3	4 Killed in US Drone Strike in Pakistan	U.S. Drone Strike Kills 3 in Pakistan
main-news	headlines	2015	0268	4.20	Queen to name biggest ever carrier	Queen names giant aircraft carrier
main-forum	deft-forum	2014	0365	1.6	I'm going to shout for justice for Trayvon.	The people shouting for justice for Trayvon are all hypocrites.
main-forum	deft-forum	2014	0123	3.2	If so, state that is why they're not true.	Please, what about them are not true.
main-captions	MSRvid	2012train	0260	0.400	Two men are dancing.	Two women are shopping.
newswiretxt	NA	2017	352	2	La tecnología del dispositivo, de unos 60 centímetros cuadrados, permite a investigadores recabar datos de decenas de miles de celulares con un solo vuelo.	Los aviones son capaces de captar datos de miles de dispositivos en el transcurso de un vuelo.
main-news	headlines	2013	0479	1.2	Britain reaches out to Syria opposition	Who cares about the Syrian people?
main-captions	MSRvid	2012train	0010	5.000	The man is drawing.	A man is drawing.
main-news	headlines	2016	1036	2	Palestinians, Israeli police clash at Jerusalem's al-Aqsa	Palestinian Shot by Israeli Police in East Jerusalem Dies	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)
main-captions	images	2014	0060	3.2	A bird holding on to a metal gate.	A multi-colored bird clings to a wire fence.
main-captions	images	2014	0530	0.4	A black and white cow in a pen with hay.	A black and white cat lies in the dirt.
main-forum	deft-forum	2014	0034	2	ALTHOUGH SATELLITE INTENSITY ESTIMATES FROM TAFB AND SAB ARE ONLY T./	SUBJECTIVE DVORAK INTENSITY ESTIMATES FROM TAFB AND SAB INCREASED TO  KT.
main-news	MSRpar	2012test	0569	3.000	One question was whether France, which infuriated Washington by leading the charge against U.N. authorization for the war, would vote "Yes" or abstain.	France, which infuriated Washington by leading the charge against U.N. approval for the war, also sought changes.
main-news	deft-news	2014	0214	4.8	elbaradei is the international atomic energy agency chief. 	mohammed elbarade is the international atomic energy agency's director general.
newswiretxt	NA	2017	207	1.8	Janina Kolkiewicz despertó dentro de una bolsa para cadáveres horas después de que un médico hubiese certificado su fallecimiento.	Fue dentro de una bolsa para cadáveres en una casa funeraria en el este de Polonia.
main-captions	MSRvid	2012test	0339	4.800	A woman is cutting meat into pieces.	A woman is cutting up some meat.
main-captions	images	2014	0078	2.4	A grey and white tabby cat is sleeping on purple fabric.	Black and white cat sleeping on a brown tarp.
main-news	headlines	2014	0019	0.4	Iranians Vote in Presidential Election	Keita Wins Mali Presidential Election
main-captions	MSRvid	2012train	0275	0.500	A woman is riding on a horse.	A woman is picking tomatoes.
main-news	MSRpar	2012train	0609	4.000	State police said as many as 30 workers were trapped immediately after the garage collapsed.	As many as 30 people were believed to be trapped inside initially, the state police said.
main-news	headlines	2015	0844	0.60	Gunmen kill 10 in Philippine political violence	Five killed in Philippines volcano eruption
main-news	headlines	2015	0657	2.00	Vietnam detects signals from missing plane	China expands search area for missing plane
main-captions	MSRvid	2012train	0564	0.000	People are walking in the garden.	One boy is talking with other man.
main-news	deft-news	2014	0284	3	signing of the agreement is a peripheral issue of the meeting of chiefs of defense staff from the 26 ally countries of nato. 	the agreement was signed during a regular meeting of chiefs of defense staff from the 26 nato allies.
newstxt	NA	2017	324	3.2	Un joven manifestante fue detenido el domingo en Rio de Janeiro, tras haber confesado que tuvo en sus manos la bengala que hirió gravemente a un camarógrafo en una violenta protesta el jueves contra el aumento del precio del transporte público.	Un manifestante de 22 años fue detenido el domingo en su casa tras haber confesado que había tenido en sus manos la bengala que hirió al camarógrafo.
newswiretxt	NA	2017	375	3	Diez mujeres murieron y más de 60 fueron hospitalizadas en India tras una operación de esterilización como parte de una campaña del gobierno para controlar la natalidad en este país de casi 1.250 millones de habitantes.	Al menos 11 mujeres han muerto y más de 60 permanecen hospitalizadas, 14 en estado crítico, tras someterse a una cirugía de trompas, en el marco de una campaña de esterilización voluntaria en el estado de Chhattisgarh, en el centro de India.
main-news	deft-news	2014	0242	4.2	a group representing mainly white south africans called afriforum stated it would organize protests along the route to zimbabwe. 	afriforum stated that the group would organize protests along the route to zimbabwe.
main-news	headlines	2013	0396	4.8	Iconic science fiction writer Ray Bradbury dies at 91	Science fiction legend Ray Bradbury dead at 91
main-forum	deft-forum	2014	0395	4	No, I show you are willfully ignorant.	LOL, you are so ignorant.
main-captions	images	2014	0442	4	A yellow school bus is parked in a rural area.	A yellow school bus parked in a field.
main-news	MSRpar	2012test	0637	3.400	But the prime minister told the BBC he wasn't bothered by polls and that he would continue to do what he believed to be right.	He said he wasn't bothered by polls and that he would continue to do what he believed to be right, in both foreign and domestic policy.
main-captions	images	2014	0576	0	A young girl wearing a bike helmet with a bicycle in the background.	A women holds a small dog on a leash with chairs in the background.
main-news	MSRpar	2012train	0054	3.800	Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.	Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination.
main-news	MSRpar	2012train	0259	4.000	Complicating the situation is the presence of battle-hardened Liberians who have been fighting on both sides.	Fighting has continued sporadically in the west, where it is complicated by the presence of battle-hardened Liberians on both sides.
main-captions	MSRvid	2012test	0588	0.400	A man is hugging someone.	A man is taking a picture.
newswiretxt	NA	2017	390	2.4	Las autoridades sanitarias de Malí han confirmado dos nuevas muertes por el virus en sus fronteras.	Mali registró dos nuevas muertes por ébola no relacionadas con el primer caso documentado en el país, indicaron las autoridades del estado de África occidental.
newswiretxt	NA	2017	296	2.8	Bae y Miller llegaron hacia las 21, hora local , a la base conjunta Lewis-McChord en el estado de Washington.	Kenneth Bae es recibido por su familia en la Base Aérea Lewis-McChord en Fort Lewis, estado de Washington.
main-captions	images	2015	0033	0.60	A man is hanging by a line off a cliff above water.	Man sitting by himself on a pier with a bottle of water.
wikipediatxt	NA	2017	183	2.2	Ambientada en el año 2015, es la historia de Marte, un robot que tiene diversas preocupaciones y que crece como un niño humano.	Esta es la historia de un androide que se debate entre su "cuerpo para combatir" y su "corazón para amar".
main-captions	MSRvid	2012train	0650	0.400	A man is dicing an onion.	The man is playing the guitar.
main-news	MSRpar	2012train	0033	4.800	Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe.	While federal prosecutors refuse to discuss the investigation, lawyers and others familiar with it say it remains focused on Campbell.
main-captions	images	2014	0010	2.8	A group of people eat at a table outside.	Group of elderly people sitting around a table.
main-captions	images	2015	1146	2.40	A black dog walking through water.	Two black dogs walking through the snow.
main-captions	images	2015	1490	1.60	A baseball player throws the ball.	The basketball player holds the ball.
main-news	headlines	2015	0303	4.60	Teenage girl killed in east London Shereka Marsh was shot in the neck, police say	Hackney shooting: Teenager Shereka Marsh 'bled to death after being shot in neck'
main-news	headlines	2015	0216	4.60	Iron Lady Margaret Thatcher dies at 87	Former British PM Margaret Thatcher dies at 87
newstxt	NA	2017	246	4	No dejaremos que ninguno de nuestros residentes viva en la sombra", dijo De Blasio en español al realizar el anuncio durante su discurso del estado de la ciudad, en el que presentó las grandes líneas de su acción de gobierno para 2014, señaló AFP.	No dejaremos que ninguno de nuestros residentes viva en las sombras", ha afirmado en español De Blasio durante su discurso sobre el estado de la ciudad, en el que ha anunciado su proyecto.
wikipediatxt	NA	2017	118	1.2	En el islam, donde se lo conoce como Isa, es considerado uno de los profetas más importantes.	Según el Corán, fue uno de los profetas más queridos por Dios y, a diferencia de lo que ocurre en el cristianismo, para los musulmanes no tiene carácter divino.
main-news	headlines	2014	0224	3.2	US warns Syria on chemical weapons	U.S. concerns grow about Syria's chemical weapons
main-captions	MSRvid	2012test	0508	2.400	The lady cut up a potatoe.	A man is cutting a potato.
main-news	headlines	2015	1476	0.40	A society fraying at the edges	Old TV alignments crack at the edges
main-captions	images	2014	0177	2.2	A person riding a dirt bike in the outdoors.	A person jumping a motorbike in the air.
main-news	deft-news	2014	0176	3.4	france, belgium, germany, sweden, italy and britain provide parts and technology for the advanced light helicopter (alh). 	france, belgium, germany, sweden, italy and britain provide parts and technology for the advanced light helicopter that india plans to sell to myanmar.
main-captions	MSRvid	2012test	0009	4.250	A man is playing the cello.	A man seated is playing the cello.
main-forum	deft-forum	2014	0153	4.2	My gosh, I'm the one with the pregnancy ticker.	I have the pregnancy ticker.
main-news	headlines	2014	0449	2.8	Indonesia: Schoolchildren among 14 killed by Indonesia volcano eruption	Indonesia: Six dead in Indonesian volcanic eruption
main-news	headlines	2013	0391	1.6	U.S. soldier killed in shooting incident in S. Afghanistan	Five NATO soldiers killed in Afghanistan
main-captions	MSRvid	2012train	0047	2.000	A man is playing a guitar.	A man is playing a piano.
main-captions	images	2015	0013	0.00	A brown dog digging a hole in front of a plant	A group of people walking on the side of a railroad track.
newstxt	NA	2017	357	2.6	Como motivo oficial, el encuentro es presentado como una visita de la comitiva oficial argentina de la Organización Internacional del Trabajo , ya que Martínez es el representante del sindicalismo argentino en las reuniones que la entidad organiza en Ginebra, mientras que Funes de Rioja ocupa ese rol por el empresariado nacional.	El motivo oficial del encuentro será una visita al Vaticano de una comitiva de la Organización Internacional del Trabajo , en la que Martínez representa al sindicalismo argentino, mientras que Funes de Rioja ocupa ese rol por el empresariado nacional.
main-news	deft-news	2014	0153	4.2	it is a serious threat to international security. 	it presents a major threat to global security.
main-captions	images	2015	0381	2.80	The brown and black dog sprints across the snow.	A black dog is running quickly along the ground.
main-captions	images	2015	0897	3.20	a white dog running in the snow	The dogs are running in the snow.
main-news	headlines	2014	0508	5	Israel's Peres urges return to peace talks	Israel's Peres calls for return to peace talks
main-captions	images	2015	0401	0.00	Two men on the side of a barge	A man is lying the grass with long hair and beard.
main-captions	images	2015	0628	1.80	A black dog wearing an orange collar is entangled with fishing wire.	The black dog wearing a red collar shakes water off.
main-news	headlines	2014	0286	0.6	Israel vows to deny Hezbollah after air strike	Car bomb kills four in Hezbollah Beirut bastion: minister
main-news	MSRpar	2012train	0182	4.250	A spokesman said: "Since November, we have co-operated fully with the police.	It added it had "co-operated fully" with police since November.
